order_id,product_key,customer_id,geography_id,order_date_id,ship_date_id,order_priority,ship_mode,sales,profit,quantity,discount,shipping_cost
ES-2011-4915337,1555,JG-151152,1352,305,310,Medium,Standard Class,770,38.22,10,0.4,63.67
ES-2011-4915337,2191,JG-151152,1352,305,310,Medium,Standard Class,494,-0.144,6,0.4,22.04
ES-2012-2268105,3927,DP-131652,567,370,376,Medium,Standard Class,373,-143.082,3,0.4,18.46
ES-2012-2268105,3821,DP-131652,567,370,376,Medium,Standard Class,147,-24.51,5,0.4,10.26
ES-2012-2268105,8149,DP-131652,567,370,376,Medium,Standard Class,200,-83.412,2,0.4,11.02
ES-2012-1177332,2080,JL-152352,2635,374,380,Medium,Standard Class,170,-39.684,2,0.4,16.14
ID-2012-81189,10213,RH-195551,3129,383,389,Medium,Standard Class,171,5.688,2,0.4,12.6
ID-2012-81189,7243,RH-195551,3129,383,389,Medium,Standard Class,132,21.96,2,0.4,11.68
ID-2012-81189,9738,RH-195551,3129,383,389,Medium,Standard Class,14,0.216,2,0.4,0.9
ID-2012-81189,10214,RH-195551,3129,383,389,Medium,Standard Class,49,-0.036,2,0.4,3.48
IT-2012-4635720,9117,LF-171852,1152,389,396,Medium,Standard Class,294,-63.81,3,0.4,31.05
IT-2012-3761235,8154,AA-103752,866,448,453,Medium,Standard Class,160,-29.376,4,0.4,12.82
ES-2012-3099065,3825,PF-191202,1597,459,465,Medium,Standard Class,80,10.584,6,0.4,8.35
IN-2012-81623,10215,AP-109151,3128,490,494,Medium,Standard Class,33,5.4,4,0.4,2.44
IN-2012-85627,10216,EC-140501,3114,535,541,Medium,Standard Class,444,-89.028,6,0.4,22.98
IN-2012-85627,9711,EC-140501,3114,535,541,Medium,Standard Class,22,0.696,2,0.4,1.38
ID-2012-83331,10217,LT-167651,3119,543,548,Medium,Standard Class,46,-29.928,2,0.4,3.36
ES-2012-2130247,4591,ST-205302,1569,547,551,Medium,Standard Class,241,-124.812,3,0.4,18.71
ID-2012-84927,10210,SC-200951,3119,588,592,Medium,Standard Class,16,-0.816,4,0.4,1.43
ID-2012-84927,10218,SC-200951,3119,588,592,Medium,Standard Class,24,-10.704,4,0.4,1.11
ID-2012-82701,10219,DF-131351,3114,605,609,Medium,Standard Class,12,-6.684,2,0.4,1.13
ID-2012-82701,10220,DF-131351,3114,605,609,Medium,Standard Class,91,4.512,2,0.4,3.36
ES-2012-5016521,1903,DO-134352,2560,607,612,Medium,Standard Class,152,-96.528,2,0.4,5.13
ES-2012-5016521,3890,DO-134352,2560,607,612,Medium,Standard Class,255,-97.74,3,0.4,21.1
ES-2012-2737892,2113,AW-108402,866,611,615,Medium,Standard Class,357,53.532,3,0.4,32.78
ES-2012-5642589,5819,KH-165102,866,623,627,Medium,Standard Class,88,-40.968,2,0.4,3.32
ES-2012-1030632,5762,MV-174852,523,630,635,Medium,Standard Class,492,-254.34,6,0.4,43.51
ID-2012-81392,10221,AI-108551,3119,663,668,Medium,Standard Class,49,-4.992,8,0.4,2.36
ID-2012-83870,5966,PF-191201,3114,665,671,Medium,Standard Class,1140,-418.32,8,0.4,71.9
ES-2012-4070273,2370,MS-173652,574,686,690,Medium,Standard Class,577,-384.552,7,0.4,32.41
IN-2012-84766,10222,GT-147551,3128,689,693,Medium,Standard Class,70,11.688,4,0.4,4.6
IT-2012-5228062,5193,DK-129852,2637,710,714,Medium,Standard Class,57,-30.432,2,0.4,5.32
IN-2013-84227,8359,BP-112901,3119,816,822,Medium,Standard Class,18,0.612,1,0.4,1.66
ES-2013-5827942,7444,PT-190902,799,823,828,Medium,Standard Class,300,-125.208,3,0.4,32.4
ID-2013-83933,10223,PG-188201,3128,853,860,Medium,Standard Class,32,3.66,2,0.4,3.48
ID-2013-83933,10224,PG-188201,3128,853,860,Medium,Standard Class,49,-21.228,2,0.4,5.53
ES-2013-3657887,3885,LE-168102,2201,855,861,Medium,Standard Class,495,41.28,4,0.4,47.0
ID-2013-82092,5408,PT-190901,3119,862,867,Medium,Standard Class,401,-247.152,8,0.4,26.7
ES-2013-3327575,4710,JL-158352,1352,869,875,Medium,Standard Class,20,2.352,2,0.4,1.31
ES-2013-1614127,2080,CM-121602,574,873,878,Medium,Standard Class,765,-178.578,9,0.4,54.69
IT-2013-4191455,7457,DO-136452,889,901,907,Medium,Standard Class,78,-46.944,2,0.4,4.8
ES-2013-3712216,5819,JH-158202,1462,903,907,Medium,Standard Class,132,-61.452,3,0.4,6.44
ID-2013-80552,10225,AW-108401,3128,924,929,Medium,Standard Class,54,2.7,2,0.4,4.74
ID-2013-80552,10226,AW-108401,3128,924,929,Medium,Standard Class,48,-5.796,6,0.4,3.39
ID-2013-80552,10227,AW-108401,3128,924,929,Medium,Standard Class,207,-27.576,2,0.4,12.96
IT-2013-1376966,1384,AS-102402,501,957,961,Medium,Standard Class,110,-16.56,3,0.4,9.26
IT-2013-1376966,3929,AS-102402,501,957,961,Medium,Standard Class,42,-4.914,3,0.4,2.15
IT-2013-3913129,9788,JF-153552,953,966,971,Medium,Standard Class,356,-178.182,3,0.4,22.11
ES-2013-4569090,9793,GA-147252,567,972,977,Medium,Standard Class,276,45.936,8,0.4,17.01
ES-2013-4569090,6263,GA-147252,567,972,977,Medium,Standard Class,146,-82.536,2,0.4,5.74
IT-2013-5672839,1330,GB-145752,501,978,983,Medium,Standard Class,37,-8.784,6,0.4,2.57
IT-2013-2076787,5788,AP-109152,501,988,992,Medium,Standard Class,96,-30.384,2,0.4,6.36
IT-2013-3505199,5636,JJ-154452,1597,1011,1017,Medium,Standard Class,166,-99.744,2,0.4,14.67
ID-2013-85536,4993,KH-165101,3114,1046,1050,Medium,Standard Class,121,-38.304,4,0.4,8.61
ID-2013-85536,9698,KH-165101,3114,1046,1050,Medium,Standard Class,37,-8.124,2,0.4,1.75
ES-2013-2316903,6231,MM-180552,567,1084,1088,Medium,Standard Class,283,42.48,4,0.4,17.44
ES-2014-2243017,6381,LR-169152,574,1126,1132,Medium,Standard Class,211,-123.084,2,0.4,7.05
ES-2014-1530779,3917,JM-155352,574,1128,1134,Medium,Standard Class,485,56.376,6,0.4,32.52
ID-2014-82645,10228,JC-153851,3119,1131,1136,Medium,Standard Class,233,-97.032,2,0.4,13.37
ID-2014-82190,10229,LC-170501,3128,1190,1195,Medium,Standard Class,41,-9.6,4,0.4,2.32
ID-2014-82190,10230,LC-170501,3128,1190,1195,Medium,Standard Class,58,-17.568,2,0.4,5.51
ID-2014-82190,10231,LC-170501,3128,1190,1195,Medium,Standard Class,37,-19.704,2,0.4,1.44
ES-2014-1224526,5666,TH-211002,567,1221,1228,Medium,Standard Class,407,-149.328,4,0.4,35.52
ID-2014-86593,10232,NR-185501,3128,1225,1230,Medium,Standard Class,36,-23.148,6,0.4,2.13
ID-2014-81819,10233,SC-208451,3128,1228,1234,Medium,Standard Class,470,-7.848,6,0.4,26.55
ID-2014-81819,4841,SC-208451,3128,1228,1234,Medium,Standard Class,52,-2.628,2,0.4,4.36
ID-2014-81819,8231,SC-208451,3128,1228,1234,Medium,Standard Class,101,15.12,2,0.4,4.18
ID-2014-82050,9851,MT-178151,3128,1246,1251,Medium,Standard Class,193,-51.576,4,0.4,19.37
IN-2014-86796,10234,SC-200951,3119,1249,1255,Medium,Standard Class,98,3.132,6,0.4,6.97
ES-2014-3096832,4706,BW-110652,2049,1281,1286,Medium,Standard Class,34,3.33,3,0.4,2.65
ES-2014-3096832,6212,BW-110652,2049,1281,1286,Medium,Standard Class,209,-62.712,4,0.4,23.03
ES-2014-3031425,10235,MV-174852,475,1312,1317,Medium,Standard Class,296,-157.68,4,0.4,8.39
ES-2014-2156896,1111,EP-139152,567,1315,1321,Medium,Standard Class,16,0.258,1,0.4,0.77
ES-2014-5389384,9785,JB-160002,1597,1324,1328,Medium,Standard Class,499,33.144,4,0.4,27.9
IT-2014-2405375,4588,SB-201852,2308,1326,1332,Medium,Standard Class,635,-349.29,5,0.4,38.67
IT-2014-2405375,5808,SB-201852,2308,1326,1332,Medium,Standard Class,46,-14.484,1,0.4,1.64
IT-2014-1431014,3907,CK-122052,567,1335,1340,Medium,Standard Class,86,-54.828,6,0.4,3.74
ES-2014-2411166,5831,BG-110352,1743,1343,1347,Medium,Standard Class,200,13.26,5,0.4,13.87
IT-2014-2540551,2925,AM-107052,523,1389,1396,Medium,Standard Class,32,-21.54,5,0.4,2.13
ID-2014-81364,10236,OT-187301,3128,1405,1411,Medium,Standard Class,70,-8.232,4,0.4,6.17
ID-2014-85970,10237,AJ-109601,3119,1413,1418,Medium,Standard Class,102,6.75,1,0.4,8.68
ID-2014-85970,10238,AJ-109601,3119,1413,1418,Medium,Standard Class,135,-83.208,2,0.4,4.78
IT-2014-5062587,9118,DN-136902,1489,1420,1427,Medium,Standard Class,148,-91.212,2,0.4,8.55
ID-2014-86733,10239,EJ-141551,3128,1427,1432,Medium,Standard Class,240,-136.224,4,0.4,21.05
ID-2014-86733,10240,EJ-141551,3128,1427,1432,Medium,Standard Class,46,-21.36,4,0.4,3.9
ID-2014-86733,10241,EJ-141551,3128,1427,1432,Medium,Standard Class,189,-22.248,6,0.4,9.81
ID-2014-86733,10242,EJ-141551,3128,1427,1432,Medium,Standard Class,147,7.152,8,0.4,12.01
IT-2014-5184244,4334,LF-171852,3510,1428,1432,Medium,Standard Class,25,-4.584,4,0.4,1.5
IT-2014-5741451,7543,EB-138702,523,1444,1449,Medium,Standard Class,98,-11.532,2,0.4,0.72
ES-2011-4052630,9037,ZD-219252,574,52,57,Medium,Standard Class,1003,-942.9,4,0.5,72.92
IT-2012-5787277,6280,DB-130602,3511,494,500,Medium,Standard Class,186,-156.6,5,0.5,14.47
IT-2012-1941104,10243,PK-190752,3512,528,532,Medium,Standard Class,341,-341.475,5,0.5,20.46
IT-2012-4913428,5134,ND-183702,3076,599,603,Medium,Standard Class,30,-16.71,2,0.5,2.23
IT-2012-5084286,10244,JH-161802,1355,645,649,Medium,Standard Class,504,-272.16,4,0.5,31.14
IT-2012-2805634,1310,EM-139602,3077,717,721,Medium,Standard Class,17,-7.5,4,0.5,0.77
IT-2012-2805634,2290,EM-139602,3077,717,721,Medium,Standard Class,88,-49.32,4,0.5,5.98
IT-2012-2805634,1090,EM-139602,3077,717,721,Medium,Standard Class,38,-28.62,3,0.5,2.51
IT-2013-2413489,2441,SJ-205002,3076,883,887,Medium,Standard Class,54,-32.76,6,0.5,3.62
IT-2013-2413489,2629,SJ-205002,3076,883,887,Medium,Standard Class,74,-56.52,6,0.5,5.89
IT-2013-1376966,9139,AS-102402,501,957,961,Medium,Standard Class,989,-435.24,4,0.5,54.23
IT-2013-4659236,2598,HA-149052,3077,984,989,Medium,Standard Class,20,-1.35,5,0.5,1.3
IT-2013-2508465,4599,CS-119502,3321,993,998,Medium,Standard Class,73,-7.38,3,0.5,1.43
IT-2013-3113956,5176,EM-139602,3077,999,1004,Medium,Standard Class,139,-19.575,5,0.5,8.72
IT-2013-3113956,2160,EM-139602,3077,999,1004,Medium,Standard Class,53,-32.64,2,0.5,2.59
IT-2013-3113956,2114,EM-139602,3077,999,1004,Medium,Standard Class,74,-48.9,5,0.5,5.57
IT-2013-3113956,2598,EM-139602,3077,999,1004,Medium,Standard Class,29,-1.89,7,0.5,1.96
IT-2013-3113956,3827,EM-139602,3077,999,1004,Medium,Standard Class,50,-45.45,5,0.5,3.62
IT-2013-3113956,8186,EM-139602,3077,999,1004,Medium,Standard Class,191,-114.495,1,0.5,12.34
IT-2013-5238226,9788,JG-151152,3320,1044,1049,Medium,Standard Class,396,-316.74,4,0.5,32.32
IT-2013-5238226,9020,JG-151152,3320,1044,1049,Medium,Standard Class,1278,-357.9,4,0.5,105.57
ES-2014-3185862,2595,LF-171852,3077,1333,1337,Medium,Standard Class,80,0.0,3,0.5,5.48
IT-2014-5630655,3084,ZC-219102,3077,1335,1342,Medium,Standard Class,34,-11.1,5,0.5,1.3
IT-2014-3798415,5814,SG-204702,3513,1370,1375,Medium,Standard Class,143,-128.94,2,0.5,10.56
IT-2014-1768456,2207,JK-160902,3076,1453,1457,Medium,Standard Class,25,-10.62,1,0.5,0.64
IT-2014-1768456,1571,JK-160902,3076,1453,1457,Medium,Standard Class,30,-6.03,2,0.5,1.86
IT-2014-1768456,3274,JK-160902,3076,1453,1457,Medium,Standard Class,33,-9.9,6,0.5,2.84
IT-2014-1768456,1500,JK-160902,3076,1453,1457,Medium,Standard Class,21,-17.46,3,0.5,1.44
ID-2011-45272,2286,TZ-215801,3118,164,170,Medium,Standard Class,67,-4.095,3,0.5,4.6
ID-2011-11385,1450,TH-211001,3115,217,223,Medium,Standard Class,60,-52.8,5,0.5,3.99
ID-2011-29389,7003,AG-109001,3118,270,274,Medium,Standard Class,224,-215.1,3,0.5,7.09
ID-2011-29389,5207,AG-109001,3118,270,274,Medium,Standard Class,51,-48.3,2,0.5,3.76
ID-2011-29389,5122,AG-109001,3118,270,274,Medium,Standard Class,16,-8.805,1,0.5,1.34
ID-2011-27779,9787,RP-193901,3126,291,295,Medium,Standard Class,46,-3.72,4,0.5,2.76
ID-2011-49101,3345,PO-188501,3125,350,355,Medium,Standard Class,24,-19.005,1,0.5,1.34
ID-2011-49101,5409,PO-188501,3125,350,355,Medium,Standard Class,65,-43.92,3,0.5,5.71
IN-2011-40330,10245,HL-150401,3120,356,362,Medium,Standard Class,146,-122.4,5,0.5,10.43
IN-2011-40330,4800,HL-150401,3120,356,362,Medium,Standard Class,45,-17.055,3,0.5,1.64
IN-2011-40330,2078,HL-150401,3120,356,362,Medium,Standard Class,13,-11.865,1,0.5,0.92
ID-2012-30635,4575,IM-150551,3143,470,475,Medium,Standard Class,36,-30.675,5,0.5,1.95
ID-2012-30635,4324,IM-150551,3143,470,475,Medium,Standard Class,99,-69.45,1,0.5,7.34
IN-2012-44474,5354,EP-139151,3126,472,476,Medium,Standard Class,58,-2.34,2,0.5,5.21
IN-2012-44474,6239,EP-139151,3126,472,476,Medium,Standard Class,314,-37.74,2,0.5,12.34
IN-2012-35598,4045,AW-108401,3120,536,540,Medium,Standard Class,17,-2.07,3,0.5,1.32
ID-2012-48541,4626,TP-214151,3115,559,565,Medium,Standard Class,173,-62.16,7,0.5,13.39
ID-2012-48541,2341,TP-214151,3115,559,565,Medium,Standard Class,16,-5.22,3,0.5,0.95
ID-2012-26778,2888,EH-141851,3116,577,581,Medium,Standard Class,71,-51.39,3,0.5,3.29
ID-2012-26778,9213,EH-141851,3116,577,581,Medium,Standard Class,118,-115.86,2,0.5,11.2
ID-2012-32427,10200,PW-192401,3144,605,609,Medium,Standard Class,10,-4.515,1,0.5,0.77
ID-2012-65236,6456,AA-103751,3118,606,611,Medium,Standard Class,185,-81.585,3,0.5,13.27
ID-2012-59041,2997,CC-123701,3118,643,648,Medium,Standard Class,13,-11.745,1,0.5,0.85
IN-2013-31384,1931,SW-202451,3514,815,822,Medium,Standard Class,40,-17.01,9,0.5,3.32
ID-2013-35094,9188,JM-155801,3118,819,823,Medium,Standard Class,919,-128.67,2,0.5,38.47
ID-2013-58740,5434,MK-181601,3138,894,901,Medium,Standard Class,42,-20.925,1,0.5,3.24
ID-2013-75820,1573,CM-123851,3115,900,904,Medium,Standard Class,76,-76.275,5,0.5,5.06
ID-2013-75820,5860,CM-123851,3115,900,904,Medium,Standard Class,152,-48.66,2,0.5,12.04
ID-2013-70815,4107,JF-153551,3115,962,966,Medium,Standard Class,14,-6.195,7,0.5,0.48
ID-2013-70815,5033,JF-153551,3115,962,966,Medium,Standard Class,5,0.0,1,0.5,0.04
ID-2013-71487,2220,HG-150251,3141,965,971,Medium,Standard Class,408,-294.12,4,0.5,26.21
IN-2013-15893,6274,SS-208751,3142,971,975,Medium,Standard Class,666,-80.025,5,0.5,58.09
ID-2013-43354,4065,GM-144401,3115,993,997,Medium,Standard Class,13,-3.42,4,0.5,0.78
ID-2013-43354,1193,GM-144401,3115,993,997,Medium,Standard Class,13,-4.77,1,0.5,0.8
IN-2013-20548,7413,TG-216401,3133,1013,1017,Medium,Standard Class,139,-89.145,7,0.5,9.02
ID-2013-62177,6579,JW-160751,3118,1021,1025,Medium,Standard Class,486,-77.88,8,0.5,36.46
ID-2013-57004,4978,JH-158201,3117,1036,1041,Medium,Standard Class,29,-8.22,2,0.5,1.47
ID-2013-26806,10246,PR-188801,3118,1056,1061,Medium,Standard Class,370,-140.58,6,0.5,33.02
ID-2013-77836,7001,JS-160301,3118,1075,1080,Medium,Standard Class,274,-241.065,3,0.5,18.42
ID-2013-11777,1409,PF-191651,3118,1084,1091,Medium,Standard Class,41,-6.615,3,0.5,4.33
ID-2013-77983,6197,EC-140501,3126,1096,1101,Medium,Standard Class,115,-106.26,2,0.5,9.66
ID-2014-68505,1331,JE-157151,3115,1123,1127,Medium,Standard Class,78,-62.19,3,0.5,1.68
ID-2014-68505,1279,JE-157151,3115,1123,1127,Medium,Standard Class,84,-35.28,8,0.5,6.82
ID-2014-68505,5305,JE-157151,3115,1123,1127,Medium,Standard Class,39,-28.08,3,0.5,0.33
ID-2014-78942,2917,BF-110801,3115,1148,1153,Medium,Standard Class,31,-30.225,5,0.5,1.66
ID-2014-52923,5040,BD-116351,3118,1221,1227,Medium,Standard Class,37,-27.36,8,0.5,2.41
ID-2014-53875,8264,ML-182651,3126,1223,1229,Medium,Standard Class,44,-20.94,2,0.5,0.45
ID-2014-51873,1952,HL-150401,3126,1224,1230,Medium,Standard Class,27,-4.41,3,0.5,1.73
ID-2014-51873,4834,HL-150401,3126,1224,1230,Medium,Standard Class,37,-30.9,4,0.5,2.24
ID-2014-51873,7383,HL-150401,3126,1224,1230,Medium,Standard Class,144,-51.975,9,0.5,1.18
ID-2014-51873,6059,HL-150401,3126,1224,1230,Medium,Standard Class,264,-179.37,2,0.5,22.06
ID-2014-68267,5490,AC-106601,3125,1235,1241,Medium,Standard Class,154,-86.4,8,0.5,10.56
ID-2014-26323,4720,DK-133751,3124,1237,1243,Medium,Standard Class,71,-25.83,6,0.5,5.31
IN-2014-15690,2625,JM-152501,3120,1242,1247,Medium,Standard Class,207,-29.07,2,0.5,14.79
IN-2014-68057,1971,JS-160301,3126,1315,1320,Medium,Standard Class,141,-36.63,2,0.5,8.81
ID-2014-59489,7000,MC-178451,3118,1320,1326,Medium,Standard Class,39,-28.455,1,0.5,2.07
ID-2014-57368,4717,CM-121601,3115,1334,1339,Medium,Standard Class,23,-1.395,3,0.5,0.58
ID-2014-57368,3563,CM-121601,3115,1334,1339,Medium,Standard Class,26,-1.62,2,0.5,1.41
ID-2014-57368,5646,CM-121601,3115,1334,1339,Medium,Standard Class,310,-49.56,7,0.5,21.8
ID-2014-17342,1882,NM-185201,3138,1355,1360,Medium,Standard Class,73,-52.83,3,0.5,2.45
ID-2014-17342,1457,NM-185201,3138,1355,1360,Medium,Standard Class,22,-9.57,2,0.5,0.97
ID-2014-45790,2101,MV-181901,3136,1362,1368,Medium,Standard Class,46,-28.65,2,0.5,2.18
ID-2014-69338,6149,CC-121451,3130,1379,1384,Medium,Standard Class,538,-506.25,9,0.5,59.51
ID-2014-20205,1580,JC-153401,3126,1391,1396,Medium,Standard Class,70,-4.32,8,0.5,3.45
ID-2014-20205,4973,JC-153401,3126,1391,1396,Medium,Standard Class,35,-16.2,3,0.5,3.14
ID-2014-20205,4138,JC-153401,3126,1391,1396,Medium,Standard Class,12,-3.675,5,0.5,0.88
ID-2014-20205,4213,JC-153401,3126,1391,1396,Medium,Standard Class,39,-5.43,2,0.5,2.53
ID-2014-20205,1887,JC-153401,3126,1391,1396,Medium,Standard Class,20,-9.93,2,0.5,0.97
ID-2014-20205,2389,JC-153401,3126,1391,1396,Medium,Standard Class,34,-19.62,4,0.5,2.71
IN-2014-46686,9617,EJ-137201,3134,1412,1416,Medium,Standard Class,7,-0.84,1,0.5,0.05
ID-2014-23796,2929,GT-147101,3509,1421,1426,Medium,Standard Class,5,-4.095,1,0.5,0.49
ID-2014-23796,5412,GT-147101,3509,1421,1426,Medium,Standard Class,150,-66.06,3,0.5,12.7
ID-2014-30026,4460,GA-147251,3515,1448,1453,Medium,Standard Class,47,-42.12,3,0.5,4.05
IN-2014-33498,10247,LS-172301,3134,1457,1461,Medium,Standard Class,90,-21.66,2,0.5,5.01
IN-2014-33498,9663,LS-172301,3134,1457,1461,Medium,Standard Class,22,-1.38,4,0.5,2.57
IN-2014-33498,3282,LS-172301,3134,1457,1461,Medium,Standard Class,11,-2.01,2,0.5,0.88
IN-2014-33498,2625,LS-172301,3134,1457,1461,Medium,Standard Class,207,-29.07,2,0.5,6.59
IT-2011-4664416,8162,CM-123852,3062,53,58,Medium,Standard Class,185,-92.52,3,0.5,9.15
IT-2011-1904026,5807,DL-128652,3062,110,117,Medium,Standard Class,238,-0.105,7,0.5,20.35
IT-2011-5810579,8061,JG-151152,3072,168,172,Medium,Standard Class,714,-142.83,3,0.5,54.1
IT-2011-1111988,5799,AF-108702,3073,287,292,Medium,Standard Class,108,-13.005,3,0.5,8.4
IT-2012-1509619,8224,CK-125952,3063,370,374,Medium,Standard Class,308,-240.42,2,0.5,16.53
ES-2012-2332844,6567,BT-116802,3109,427,432,Medium,Standard Class,583,-490.14,3,0.5,46.14
IT-2012-4810258,8102,TM-210102,3072,441,448,Medium,Standard Class,261,-67.92,8,0.5,27.18
IT-2012-1188964,9063,JK-160902,3324,526,533,Medium,Standard Class,159,-28.71,6,0.5,1.92
IT-2012-1188964,8163,JK-160902,3324,526,533,Medium,Standard Class,249,-149.4,4,0.5,12.58
IT-2012-2494521,9063,PB-191052,3109,532,536,Medium,Standard Class,27,-4.785,1,0.5,0.92
IT-2012-2494521,5746,PB-191052,3109,532,536,Medium,Standard Class,73,-51.3,2,0.5,3.76
ES-2012-3846568,8166,DB-134052,3323,542,546,Medium,Standard Class,189,-11.385,3,0.5,17.48
ES-2012-4718408,5251,SS-205902,3069,581,585,Medium,Standard Class,168,-23.595,11,0.5,19.7
IT-2012-4695448,6692,PS-187602,3063,634,639,Medium,Standard Class,223,-111.69,3,0.5,14.97
IT-2012-4695448,8215,PS-187602,3063,634,639,Medium,Standard Class,520,-395.64,7,0.5,20.35
IT-2012-2965545,6092,KW-164352,3072,690,694,Medium,Standard Class,122,-58.83,2,0.5,6.54
IT-2012-2965545,8154,KW-164352,3072,690,694,Medium,Standard Class,100,-41.985,3,0.5,7.82
IT-2013-5691714,7606,DP-131652,3109,739,744,Medium,Standard Class,658,-65.835,3,0.5,57.43
IT-2013-1230554,9029,SB-201852,3062,747,752,Medium,Standard Class,304,-18.375,5,0.5,9.38
IT-2013-1230554,5574,SB-201852,3062,747,752,Medium,Standard Class,54,-43.62,4,0.5,4.11
IT-2013-1230554,5702,SB-201852,3062,747,752,Medium,Standard Class,410,-172.08,6,0.5,28.15
ES-2013-5791015,5365,MO-179502,3070,868,873,Medium,Standard Class,304,-291.51,6,0.5,12.5
IT-2013-3328104,5812,BS-116652,3062,956,961,Medium,Standard Class,250,-120.24,3,0.5,13.15
IT-2013-5843979,9055,HF-149952,3109,1044,1051,Medium,Standard Class,180,-54.06,2,0.5,15.99
ES-2014-1876230,5792,JF-155652,3061,1159,1164,Medium,Standard Class,657,-65.88,9,0.5,74.87
IT-2014-5162314,7727,DN-136902,3062,1167,1174,Medium,Standard Class,450,-90.0,3,0.5,21.02
IT-2014-1388520,6017,AC-106602,3072,1281,1286,Medium,Standard Class,322,-193.05,5,0.5,24.76
IT-2014-4709866,10248,JW-159552,3059,1319,1325,Medium,Standard Class,126,-62.91,3,0.5,5.62
IT-2014-4709866,5807,JW-159552,3059,1319,1325,Medium,Standard Class,102,-0.045,3,0.5,7.68
ES-2014-3688258,10248,NP-187002,3073,1326,1332,Medium,Standard Class,84,-41.94,2,0.5,3.39
ES-2014-3688258,8339,NP-187002,3073,1326,1332,Medium,Standard Class,71,-44.1,5,0.5,4.09
IT-2014-4055307,5523,JR-157002,3062,1331,1338,Medium,Standard Class,20,-2.385,1,0.5,0.89
ES-2014-5784412,6172,PK-190752,3061,1425,1430,Medium,Standard Class,51,-48.72,2,0.5,6.6
IT-2014-4809306,9032,MK-181602,3063,1439,1444,Medium,Standard Class,224,-80.82,3,0.5,26.03
IT-2014-4809306,6771,MK-181602,3063,1439,1444,Medium,Standard Class,58,-41.73,2,0.5,4.2
IT-2014-4809306,6771,MK-181602,3063,1439,1444,Medium,Standard Class,145,-104.325,5,0.5,7.55
IT-2014-4809306,9054,MK-181602,3063,1439,1444,Medium,Standard Class,55,-33.3,2,0.5,0.48
IT-2014-4809306,6315,MK-181602,3063,1439,1444,Medium,Standard Class,86,-20.685,1,0.5,7.92
IT-2014-5244847,9863,GM-146802,3063,1454,1458,Medium,Standard Class,263,-63.06,2,0.5,19.56
IT-2014-5244847,6205,GM-146802,3063,1454,1458,Medium,Standard Class,36,-6.585,1,0.5,1.44
IT-2014-5217096,5230,TG-216402,3063,1456,1461,Medium,Standard Class,21,-5.46,1,0.5,0.98
IT-2011-5951216,4026,SC-208002,3072,13,20,Medium,Standard Class,31,-13.65,5,0.5,2.16
IT-2011-2204228,1070,PF-191202,3063,129,134,Medium,Standard Class,26,-7.77,2,0.5,2.18
IT-2011-3667641,9580,WB-218502,3062,136,141,Medium,Standard Class,115,-39.195,3,0.5,9.01
IT-2011-1152860,3917,CL-118902,3062,157,161,Medium,Standard Class,135,-8.13,2,0.5,6.89
IT-2011-5810579,2097,JG-151152,3072,168,172,Medium,Standard Class,27,-14.52,2,0.5,1.04
ES-2011-4508489,4026,BP-111552,3323,257,262,Medium,Standard Class,25,-10.92,4,0.5,1.57
ES-2011-4508489,3807,BP-111552,3323,257,262,Medium,Standard Class,82,-73.8,3,0.5,4.91
IT-2011-5091991,1042,JM-158652,3059,347,353,Medium,Standard Class,10,-6.06,2,0.5,1.04
IT-2011-5091991,1384,JM-158652,3059,347,353,Medium,Standard Class,122,-46.56,4,0.5,7.75
ES-2012-2332844,1803,BT-116802,3109,427,432,Medium,Standard Class,98,-27.48,4,0.5,7.92
ES-2012-2332844,3921,BT-116802,3109,427,432,Medium,Standard Class,11,-2.82,2,0.5,0.81
ES-2012-2332844,3816,BT-116802,3109,427,432,Medium,Standard Class,448,-286.65,7,0.5,31.89
ES-2012-2332844,1958,BT-116802,3109,427,432,Medium,Standard Class,126,-40.59,6,0.5,2.8
ES-2012-3987473,1395,PB-191502,3066,465,469,Medium,Standard Class,21,-12.375,3,0.5,1.22
IT-2012-2478809,4786,HF-149952,3073,472,476,Medium,Standard Class,610,-231.84,6,0.5,44.46
IT-2012-2478809,4556,HF-149952,3073,472,476,Medium,Standard Class,83,-55.08,6,0.5,3.37
IT-2012-4831874,2090,KM-167202,3108,478,483,Medium,Standard Class,29,-26.76,4,0.5,1.83
IT-2012-4831874,10045,KM-167202,3108,478,483,Medium,Standard Class,205,-90.48,8,0.5,13.9
IT-2012-1188964,5056,JK-160902,3324,526,533,Medium,Standard Class,12,-5.94,2,0.5,1.08
IT-2012-1188964,3443,JK-160902,3324,526,533,Medium,Standard Class,8,-4.845,1,0.5,0.32
IT-2012-1188964,2492,JK-160902,3324,526,533,Medium,Standard Class,60,-34.74,4,0.5,4.59
IT-2012-2494521,4035,PB-191052,3109,532,536,Medium,Standard Class,37,-3.75,5,0.5,3.23
IT-2012-2013268,4679,MV-181902,3398,546,551,Medium,Standard Class,3,-0.6,1,0.5,0.18
ES-2012-4718408,1868,SS-205902,3069,581,585,Medium,Standard Class,321,-141.3,5,0.5,22.97
IT-2012-5981970,9580,LH-171552,3072,602,606,Medium,Standard Class,153,-52.26,4,0.5,11.14
IT-2012-4695448,4482,PS-187602,3063,634,639,Medium,Standard Class,20,-3.6,3,0.5,1.15
